Id,SalePrice
1461,124253.76732287643
1462,158280.30171697531
1463,186596.97300867125
1464,192802.8799477818
1465,188789.6061038981
1466,170994.07157493883
1467,170994.2472779216
1468,163962.21091749365
1469,184620.66862984654
1470,119048.39250483802
1471,194065.90297652784
1472,92079.29969638101
1473,93578.49914376615
1474,147946.65389510203
1475,126635.98773867622
1476,383746.5263128825
1477,239251.58101927416
1478,279196.3611037731
1479,274550.60275744624
1480,491372.2811281029
1481,327957.3345224751
1482,204664.72781586042
1483,165393.93744487368
1484,163705.69974310324
1485,177042.55503482363
1486,194237.3967162402
1487,329690.6775655126
1488,232767.5423386024
1489,196704.4906148045
1490,212061.35125991554
1491,188515.12756689114
1492,99135.68752339142
1493,184589.01516096003
1494,277579.49123842875
1495,285873.21608169115
1496,243755.15735993447
1497,180160.25480628604
1498,157252.14183411573
1499,158067.21602345095
1500,147554.27120341777
1501,173410.09190108348
1502,140200.0160489616
1503,287758.04965133907
1504,233370.25318766374
1505,229201.35281005153
1506,181499.84115075032
1507,238698.4210295895
1508,195654.74556692477
1509,166181.9673276544
1510,143846.032286113
1511,147453.90461442366
1512,168275.32673677654
1513,136274.47870018668
1514,158440.70980013823
1515,203355.92673705178
1516,150691.79976062552
1517,159827.2367576512
1518,132098.02379744704
1519,216159.69519615624
1520,134967.24580939987
1521,136219.58714858722
1522,163140.7552032129
1523,113542.34026843845
1524,121267.44974362149
1525,122692.37404116549
1526,117101.93685746819
1527,101074.30846026643
1528,131472.0639316102
1529,154275.81499003374
1530,173469.42952885118
1531,91265.20856103348
1532,89981.15602929746
1533,144027.7388032251
1534,120101.20118304345
1535,147456.9285554096
1536,102477.15493542093
1537,65420.001211524796
1538,168255.45657330853
1539,191286.27167367827
1540,87572.01790085318
1541,137918.9339677862
1542,138641.96250843853
1543,214839.59175782392
1544,84692.80546781151
1545,100691.073471472
1546,124985.63004547119
1547,126730.2044402737
1548,128808.27642439619
1549,109427.84434357783
1550,142313.57416616209
1551,109042.7092379109
1552,112344.4789551759
1553,153509.74927645002
1554,112620.09101323802
1555,159041.120735658
1556,89181.45402405653
1557,96911.04823469442
1558,92831.93392864245
1559,72283.91428578054
1560,120225.76983580561
1561,135351.60240257822
1562,127977.2893970217
1563,119805.54459618192
1564,151098.22273533008
1565,147623.59778726668
1566,240183.8071188511
1567,72758.70793349121
1568,236953.5909725912
1569,140957.625003496
1570,129406.75304282899
1571,121289.90493814659
1572,143255.34405394114
1573,224307.9612844697
1574,104567.55081522529
1575,205325.65119464882
1576,219999.03391732607
1577,195502.5271094769
1578,131785.34328855027
1579,143264.34281122588
1580,192447.34181722772
1581,156263.8843440299
1582,125628.09695182566
1583,312401.4990661534
1584,231173.27572034416
1585,142401.77463003568
1586,76134.63942595418
1587,94417.00422698665
1588,155145.60135715266
1589,89743.88597349953
1590,130747.33864333435
1591,95196.14775252533
1592,106529.12125721332
1593,120172.81809333197
1594,116918.4961280498
1595,102260.49427559107
1596,238448.42693732763
1597,186994.6671173365
1598,203685.60103189593
1599,178712.63565756494
1600,172594.5083834687
1601,61353.23116546612
1602,109733.99758555705
1603,71942.0762153359
1604,270186.47449506796
1605,235726.5348877845
1606,165281.9226275577
1607,162095.79044810712
1608,199474.48550337428
1609,168331.14625207556
1610,147789.85763241857
1611,136347.73145646777
1612,161708.05821793372
1613,151550.02193812584
1614,130358.19985452667
1615,78677.26608831769
1616,70514.16613431693
1617,84051.79178461057
1618,123109.12155840296
1619,135944.3514863994
1620,143699.14622998808
1621,134194.61100738155
1622,142776.60182252145
1623,270233.40595772106
1624,209965.46997290468
1625,124151.17825590554
1626,162483.66189786466
1627,185005.26906716937
1628,254569.84649885044
1629,181579.9084549102
1630,386621.8420668287
1631,207734.1493069859
1632,238022.3102434997
1633,172072.33762641426
1634,186332.139396711
1635,181383.41862977383
1636,145846.78783518495
1637,191353.35177555072
1638,192481.66165192152
1639,179544.2141142605
1640,249454.030024098
1641,177057.85830113137
1642,216218.3923023453
1643,224983.74822899015
1644,223521.08732813533
1645,188794.03861994002
1646,157304.2324845558
1647,160353.7959844449
1648,133760.6492866994
1649,136901.132458805
1650,112887.04995465881
1651,120664.76184357068
1652,94080.68520016616
1653,93912.10279241516
1654,152753.3449045659
1655,155583.61627435076
1656,145049.0752754069
1657,152104.20785109833
1658,151810.34375574818
1659,134406.63363487303
1660,154742.4618761681
1661,442332.9245999324
1662,407217.8147322041
1663,392693.5809048106
1664,514753.9977523042
1665,305956.77776252694
1666,313342.2342320706
1667,338242.5570622606
1668,321553.67340994015
1669,288407.33571082307
1670,359631.31630115316
1671,253946.01175665396
1672,454723.550571908
1673,285305.75407815736
1674,240826.07078057568
1675,173254.1692619906
1676,178898.3817949263
1677,216784.9174699108
1678,473758.16829149524
1679,375566.99287007446
1680,332006.8446581633
1681,249044.4304870431
1682,314791.0116195033
1683,167914.48264849867
1684,168546.01227300637
1685,173518.84128369298
1686,168342.74348247636
1687,168724.89368425118
1688,188835.86066629845
1689,195430.5562488672
1690,190843.4403634985
1691,181245.6151925561
1692,258042.0186834203
1693,165633.43552037573
1694,181622.85160183275
1695,162829.36508969622
1696,280564.9514687808
1697,164353.33529203333
1698,357717.90392065427
1699,315028.2791072131
1700,241902.13084353454
1701,270600.98542218556
1702,241211.74660324753
1703,249262.86458806362
1704,273171.64406261354
1705,226492.57476569945
1706,458204.688276393
1707,206859.39746111978
1708,202702.45031779393
1709,288221.55239579023
1710,215130.63200202867
1711,242249.70429302286
1712,261348.17720042606
1713,257063.01503742355
1714,226174.61737263465
1715,210755.36000548222
1716,177736.95882826808
1717,173833.4626267589
1718,129249.6240410496
1719,200520.96980876388
1720,232287.61480937703
1721,170277.54512936663
1722,125597.60989845917
1723,149966.93146075838
1724,203228.76420772317
1725,234449.2432503077
1726,186977.45725804902
1727,153594.54234032868
1728,170854.10891812196
1729,160602.0614545106
1730,147669.71121943492
1731,127260.68488648944
1732,132093.0687194141
1733,101901.90386720099
1734,121017.08722786815
1735,135665.04992980688
1736,118626.6342910628
1737,319550.05837801506
1738,209817.47644827457
1739,220963.1245359658
1740,216331.16045449246
1741,189932.24784399534
1742,173815.0886044374
1743,173699.55752157455
1744,303057.5539817243
1745,213670.76709367172
1746,167692.56700212305
1747,220221.60094947647
1748,219475.37733364856
1749,155770.81435726208
1750,126002.69142811184
1751,238100.83001385196
1752,123673.07624574222
1753,140966.54484041652
1754,193141.1042075458
1755,165130.8151704035
1756,127833.29493646974
1757,121252.92992538246
1758,139077.46771857643
1759,158170.69016173863
1760,170006.05902079007
1761,135808.0498966372
1762,178798.2509269089
1763,174989.97320401936
1764,119138.0143280932
1765,154275.0262864695
1766,173248.08031455195
1767,201662.97249992326
1768,149782.55060345962
1769,176045.14248037752
1770,152513.021545185
1771,131589.7358795418
1772,136538.63482418767
1773,134426.306917323
1774,130543.47723715968
1775,139898.12313510576
1776,118277.98851860708
1777,110472.62331730852
1778,141903.80568056894
1779,115119.54026555484
1780,172579.27615961304
1781,131247.67521202058
1782,90466.24482270988
1783,139284.4754654576
1784,103848.2696185817
1785,120805.87018901733
1786,165396.18828659697
1787,161714.50051544496
1788,53806.58704552341
1789,109240.27444129199
1790,78413.8006194209
1791,183527.68084731407
1792,148919.97876262417
1793,134821.4943559221
1794,151877.73999252776
1795,135264.11713809054
1796,121902.86119668724
1797,121147.17251043298
1798,127503.58554903604
1799,107297.21617836431
1800,129879.55659050302
1801,122036.27145992598
1802,129182.98707438534
1803,145636.41794508853
1804,143297.51224976528
1805,138576.05790028535
1806,110981.57155500876
1807,124504.39291280945
1808,113911.78634257753
1809,117974.20966384513
1810,144736.11671567912
1811,90428.02020402133
1812,101469.7253160433
1813,120377.73307979785
1814,90752.11509119956
1815,51819.64568321406
1816,98331.7358413481
1817,108099.16732551489
1818,138035.31014768986
